,company,date,open,close,week_52_high,week_52_low,week_52_change,avg_10_volume,avg_30_volume,day_50_moving_avg,ttm_EPS,pe_ratio,beta,year_1_change_percent,month_6_change_percent,month_1_change_percent,day_30_change_percent,day_5_change_percent,negative_count,neutral_count,positive_count,sentiment
26,MSFT,2020-10-22,213.93,214.89,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
27,MSFT,2020-10-23,215.03,216.23,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
28,MSFT,2020-10-26,213.85,210.08,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
29,MSFT,2020-10-27,211.59,213.25,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
30,MSFT,2020-10-28,207.67,202.68,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
31,MSFT,2020-10-29,204.07,204.72,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
32,MSFT,2020-10-30,203.5,202.47,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
33,MSFT,2020-11-02,204.29,202.33,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
34,MSFT,2020-11-03,203.89,206.43,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
35,MSFT,2020-11-04,214.02,216.39,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
36,MSFT,2020-11-05,222.04,223.29,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
37,MSFT,2020-11-06,222.26,223.72,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
38,MSFT,2020-11-09,224.44,218.39,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
39,MSFT,2020-11-10,214.5,211.01,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
40,MSFT,2020-11-11,212.39,216.55,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
41,MSFT,2020-11-12,217.21,215.44,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
42,MSFT,2020-11-13,216.36,216.51,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
43,MSFT,2020-11-16,214.87,217.23,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
44,MSFT,2020-11-17,216.1,214.46,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
45,MSFT,2020-11-18,213.65,211.08,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
46,MSFT,2020-11-19,211.38,212.42,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
47,MSFT,2020-11-20,212.2,210.39,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
48,MSFT,2020-11-23,210.95,210.11,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,,,,
49,MSFT,2020-11-24,209.59,213.86,232.86,132.52,0.43069300000000005,25446655.8,29496091.93,211.6,6.257000000000001,34.18,1.1477815564544054,0.407479,0.146977,-0.020531,-0.049729,-0.031487,0.0,0.0,1.0,0.4466
50,AMZN,2020-10-21,3212.5,3184.94,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
51,AMZN,2020-10-22,3189.87,3176.4,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
52,AMZN,2020-10-23,3191.0,3204.4,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
53,AMZN,2020-10-26,3198.74,3207.04,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
54,AMZN,2020-10-27,3224.94,3286.33,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
55,AMZN,2020-10-28,3249.3,3162.78,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
56,AMZN,2020-10-29,3201.27,3211.01,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
57,AMZN,2020-10-30,3157.75,3036.15,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
58,AMZN,2020-11-02,3061.74,3004.48,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
59,AMZN,2020-11-03,3018.53,3048.41,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
60,AMZN,2020-11-04,3159.99,3241.16,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
61,AMZN,2020-11-05,3319.97,3322.0,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
62,AMZN,2020-11-06,3304.64,3311.37,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
63,AMZN,2020-11-09,3231.03,3143.74,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
64,AMZN,2020-11-10,3095.02,3035.02,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
65,AMZN,2020-11-11,3061.78,3137.39,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
66,AMZN,2020-11-12,3159.95,3110.28,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
67,AMZN,2020-11-13,3122.0,3128.81,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
68,AMZN,2020-11-16,3093.2,3131.06,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
69,AMZN,2020-11-17,3183.54,3135.66,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
70,AMZN,2020-11-18,3134.0,3105.46,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
71,AMZN,2020-11-19,3105.31,3117.02,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
72,AMZN,2020-11-20,3117.02,3099.4,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
73,AMZN,2020-11-23,3116.7,3098.39,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
74,AMZN,2020-11-24,3100.5,3118.06,3552.25,1626.03,0.797453,3737236.2,5029639.9,3161.49,34.8018,89.59,0.7030655248279405,0.786696,0.26674699999999996,-0.026858,-0.09977799999999999,-0.010112000000000001,,,,
75,GOOG,2020-10-21,1573.33,1593.31,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
76,GOOG,2020-10-22,1593.05,1615.33,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
77,GOOG,2020-10-23,1626.07,1641.0,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
78,GOOG,2020-10-26,1625.01,1590.45,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
79,GOOG,2020-10-27,1595.67,1604.26,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
80,GOOG,2020-10-28,1559.74,1516.62,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
81,GOOG,2020-10-29,1522.36,1567.24,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
82,GOOG,2020-10-30,1672.11,1621.01,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
83,GOOG,2020-11-02,1628.16,1626.03,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
84,GOOG,2020-11-03,1631.78,1650.21,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
85,GOOG,2020-11-04,1710.28,1749.13,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
86,GOOG,2020-11-05,1781.0,1763.37,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
87,GOOG,2020-11-06,1753.95,1761.75,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
88,GOOG,2020-11-09,1790.9,1763.0,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
89,GOOG,2020-11-10,1731.09,1740.39,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
90,GOOG,2020-11-11,1750.0,1752.71,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
91,GOOG,2020-11-12,1747.63,1749.84,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
92,GOOG,2020-11-13,1757.63,1777.02,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
93,GOOG,2020-11-16,1771.7,1781.38,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
94,GOOG,2020-11-17,1776.94,1770.15,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,0.0,1.0,0.0,0.0
95,GOOG,2020-11-18,1765.23,1746.78,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
96,GOOG,2020-11-19,1738.38,1763.92,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
97,GOOG,2020-11-20,1765.21,1742.19,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
98,GOOG,2020-11-23,1749.6,1734.86,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
99,GOOG,2020-11-24,1730.5,1768.88,1818.06,1013.54,0.35926499999999995,1488590.2,1889011.33,1594.74,52.2107,33.88,0.9711849574441704,0.338756,0.24193800000000001,0.093441,0.110276,-0.022000000000000002,,,,
100,GOOGL,2020-10-21,1569.85,1585.99,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
101,GOOGL,2020-10-22,1585.0,1606.66,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
102,GOOGL,2020-10-23,1615.05,1632.98,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
103,GOOGL,2020-10-26,1615.0,1584.29,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
104,GOOGL,2020-10-27,1588.93,1598.88,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
105,GOOGL,2020-10-28,1550.01,1510.8,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
106,GOOGL,2020-10-29,1517.02,1556.88,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
107,GOOGL,2020-10-30,1667.44,1616.11,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
108,GOOGL,2020-11-02,1623.54,1624.32,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
109,GOOGL,2020-11-03,1630.76,1645.66,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
110,GOOGL,2020-11-04,1705.58,1745.85,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
111,GOOGL,2020-11-05,1770.45,1762.5,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
112,GOOGL,2020-11-06,1751.34,1759.73,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
113,GOOGL,2020-11-09,1795.98,1761.42,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
114,GOOGL,2020-11-10,1729.77,1737.72,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
115,GOOGL,2020-11-11,1748.4,1747.23,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
116,GOOGL,2020-11-12,1742.0,1742.82,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
117,GOOGL,2020-11-13,1748.0,1772.26,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
118,GOOGL,2020-11-16,1764.14,1774.03,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
119,GOOGL,2020-11-17,1767.86,1761.66,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
120,GOOGL,2020-11-18,1756.64,1740.64,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
121,GOOGL,2020-11-19,1733.23,1758.57,1816.89,1008.87,0.3567,1266753.6,1864811.7,1589.73,52.2107,33.78,0.9785894036838104,0.33553299999999997,0.23431999999999997,0.094824,0.10979900000000001,-0.021223,,,,
